Vl (V),Grad_0_I,Grad_1_I,Grad_2_I,Grad_3_I,Grad_4_I,Grad_5_I,Grad_6_I,Grad_7_I,Grad_8_I,Grad_9_I,Grad_10_I,Grad_11_I,Grad_12_I,Grad_13_I,Grad_14_I,Grad_15_I,Grad_16_I,Grad_17_I,Grad_18_I,Grad_19_I
2.2,0.15028345999916842,0.15028345999916842,0.15028345999916842,0.15028345999916842,0.15028345999916837,0.15028345999916842,0.1502834599991684,0.15028345999916842,0.15028345999916842,0.15028345999916842,0.15028345999916842,0.15028345999916842,0.15028345999916842,0.15028345999916842,0.15028345999916842,0.15028345999916842,0.15028345999916842,0.1502834599991684,0.15028345999916842,0.15028345999916837
2.24,0.15391699360920025,0.15391699360920033,0.1539169936092003,0.1539169936092003,0.15391699360920028,0.15391699360920025,0.15391699360920025,0.15391699360920025,0.15391699360920025,0.1539169936092003,0.1539169936092003,0.1539169936092003,0.15391699360920028,0.15391699360920025,0.1539169936092003,0.1539169936092003,0.1539169936092003,0.15391699360920025,0.1539169936092003,0.15391699360920028
2.2800000000000002,0.157550803756933,0.15755080375693298,0.157550803756933,0.15755080375693303,0.15755080375693298,0.15755080375693298,0.157550803756933,0.157550803756933,0.15755080375693303,0.15755080375693298,0.157550803756933,0.15755080375693303,0.15755080375693303,0.15755080375693303,0.15755080375693303,0.15755080375693298,0.157550803756933,0.15755080375693303,0.157550803756933,0.15755080375693306
2.32,0.16118483952682955,0.16118483952682955,0.16118483952682955,0.1611848395268295,0.1611848395268295,0.16118483952682947,0.16118483952682952,0.16118483952682955,0.16118483952682952,0.1611848395268295,0.16118483952682955,0.16118483952682947,0.1611848395268295,0.1611848395268295,0.1611848395268295,0.1611848395268295,0.16118483952682958,0.16118483952682952,0.16118483952682955,0.1611848395268295
2.36,0.16481905697147037,0.16481905697147037,0.16481905697147037,0.16481905697147034,0.16481905697147042,0.16481905697147034,0.1648190569714704,0.16481905697147042,0.16481905697147037,0.16481905697147037,0.16481905697147034,0.16481905697147042,0.16481905697147037,0.1648190569714704,0.1648190569714704,0.1648190569714704,0.1648190569714704,0.1648190569714704,0.16481905697147042,0.1648190569714704
2.4,0.16845342272089997,0.16845342272089991,0.16845342272089997,0.16845342272089997,0.16845342272089994,0.16845342272089997,0.1684534227209,0.16845342272089991,0.16845342272089994,0.16845342272089997,0.16845342272089997,0.16845342272089997,0.16845342272089997,0.16845342272090003,0.16845342272089997,0.16845342272089997,0.16845342272090003,0.1684534227209,0.16845342272089997,0.16845342272089997
2.44,0.17208791522929046,0.17208791522929048,0.17208791522929048,0.1720879152292905,0.1720879152292905,0.17208791522929046,0.1720879152292905,0.17208791522929046,0.17208791522929048,0.17208791522929048,0.17208791522929046,0.17208791522929043,0.17208791522929046,0.17208791522929046,0.1720879152292905,0.1720879152292905,0.17208791522929046,0.1720879152292905,0.1720879152292905,0.17208791522929048
2.48,0.17572252366820848,0.17572252366820848,0.1757225236682085,0.1757225236682085,0.1757225236682085,0.1757225236682085,0.17572252366820854,0.17572252366820854,0.1757225236682085,0.17572252366820848,0.1757225236682085,0.17572252366820854,0.1757225236682085,0.17572252366820854,0.17572252366820856,0.1757225236682085,0.17572252366820848,0.17572252366820848,0.1757225236682085,0.17572252366820848
2.52,0.17935724492619953,0.1793572449261995,0.1793572449261995,0.1793572449261995,0.17935724492619948,0.1793572449261995,0.17935724492619945,0.17935724492619948,0.17935724492619953,0.17935724492619953,0.1793572449261995,0.1793572449261995,0.1793572449261995,0.1793572449261995,0.1793572449261995,0.17935724492619948,0.17935724492619948,0.17935724492619953,0.17935724492619953,0.17935724492619948
2.56,0.18299207947048268,0.18299207947048274,0.18299207947048268,0.18299207947048268,0.18299207947048268,0.18299207947048268,0.1829920794704827,0.1829920794704827,0.18299207947048274,0.18299207947048268,0.18299207947048268,0.18299207947048268,0.18299207947048265,0.18299207947048268,0.1829920794704827,0.18299207947048274,0.18299207947048268,0.18299207947048265,0.1829920794704827,0.18299207947048263
2.6,0.1866270269347834,0.18662702693478342,0.18662702693478347,0.18662702693478345,0.18662702693478345,0.18662702693478345,0.18662702693478347,0.18662702693478347,0.18662702693478345,0.18662702693478345,0.1866270269347834,0.18662702693478342,0.1866270269347834,0.18662702693478347,0.18662702693478345,0.1866270269347835,0.18662702693478345,0.18662702693478347,0.18662702693478347,0.1866270269347835
2.64,0.19026208222686264,0.19026208222686264,0.1902620822268626,0.19026208222686258,0.1902620822268626,0.19026208222686258,0.19026208222686264,0.19026208222686264,0.1902620822268626,0.19026208222686264,0.19026208222686258,0.19026208222686258,0.1902620822268626,0.19026208222686256,0.19026208222686258,0.19026208222686264,0.19026208222686264,0.19026208222686258,0.19026208222686267,0.1902620822268626
