1,-0.095,-0.005,x
2,-0.1,0,x
3,-0.11,0.01,x
4,-0.12,0.02,x
5,-0.13,0.03,x
6,-0.13,0.03,x
7,-0.14,0.04,x
8,-0.14,0.04,x
9,-0.15,0.05,x
10,-0.16,0.06,x
11,-0.16,0.06,x
12,-0.17,0.07,x
13,-0.17,0.07,x
14,-0.18,0.08,x
15,-0.19,0.09,x
16,-0.19,0.09,x
17,-0.2,0.1,x
18,-0.2,0.1,x
19,-0.21,0.11,x
20,-0.22,0.12,x
