-0.02,5.5226994403259495e-06
-0.020001000020000402,5.524539448027671e-06
-0.0200020000400008,5.526380023914096e-06
-0.020003000060001202,5.528221168144857e-06
-0.0200040000800016,5.530062880879599e-06
-0.020005000100002,5.531905162278033e-06
-0.0200060001200024,5.533748012499884e-06
-0.0200070001400028,5.535591431704943e-06
-0.0200080001600032,5.537435420053013e-06
-0.0200090001800036,5.539279977703963e-06
-0.020010000200004,5.541125104817677e-06
-0.0200110002200044,5.542970801554103e-06
-0.0200120002400048,5.5448170680732035e-06
-0.0200130002600052,5.5466639045350065e-06
-0.0200140002800056,5.548511311099553e-06
-0.020015000300006,5.550359287926951e-06
-0.0200160003200064,5.55220783517732e-06
-0.0200170003400068,5.554056953010848e-06
-0.020018000360007202,5.55590664158774e-06
-0.0200190003800076,5.5577569010682435e-06
-0.020020000400008002,5.559607731612664e-06
-0.0200210004200084,5.561459133381321e-06
-0.020022000440008802,5.563311106534598e-06
-0.0200230004600092,5.565163651232895e-06
-0.0200240004800096,5.5670167676366755e-06
-0.02002500050001,5.568870455906418e-06
-0.0200260005200104,5.5707247162026655e-06
-0.0200270005400108,5.572579548685976e-06
-0.0200280005600112,5.5744349535169734e-06
-0.0200290005800116,5.576290930856294e-06
-0.020030000600012,5.578147480864641e-06
-0.0200310006200124,5.5800046037027305e-06
-0.0200320006400128,5.581862299531346e-06
-0.0200330006600132,5.583720568511282e-06
-0.0200340006800136,5.5855794108034014e-06
-0.020035000700014002,5.587438826568586e-06
-0.0200360007200144,5.5892988159677585e-06
-0.020037000740014802,5.591159379161899e-06
-0.0200380007600152,5.5930205163120045e-06
-0.020039000780015602,5.5948822275791355e-06
-0.020040000800016,5.596744513124366e-06
-0.020041000820016402,5.598607373108837e-06
-0.0200420008400168,5.600470807693704e-06
-0.0200430008600172,5.602334817040188e-06
-0.0200440008800176,5.6041994013095206e-06
-0.020045000900018,5.606064560663005e-06
-0.0200460009200184,5.607930295261954e-06
-0.0200470009400188,5.6097966052677475e-06
-0.0200480009600192,5.61166349084178e-06
-0.0200490009800196,5.613530952145511e-06
-0.02005000100002,5.615398989340415e-06
-0.0200510010200204,5.617267602588031e-06
-0.020052001040020802,5.61913679204992e-06
-0.0200530010600212,5.621006557887681e-06
-0.020054001080021602,5.622876900262975e-06
-0.020055001100022,5.6247478193374745e-06
-0.020056001120022402,5.62661931527292e-06
-0.0200570011400228,5.628491388231065e-06
-0.020058001160023202,5.630364038373728e-06
-0.0200590011800236,5.632237265862744e-06
-0.020060001200024002,5.634111070860011e-06
-0.0200610012200244,5.635985453527444e-06
-0.0200620012400248,5.6378604140270225e-06
-0.0200630012600252,5.639735952520739e-06
-0.0200640012800256,5.641612069170654e-06
-0.020065001300026,5.643488764138841e-06
-0.0200660013200264,5.645366037587441e-06
-0.0200670013400268,5.647243889678606e-06
-0.0200680013600272,5.649122320574558e-06
-0.020069001380027603,5.651001330437536e-06
-0.020070001400028,5.6528809194298206e-06
-0.020071001420028402,5.654761087713753e-06
-0.0200720014400288,5.656641835451687e-06
-0.020073001460029202,5.6585231628060426e-06
-0.0200740014800296,5.660405069939256e-06
-0.020075001500030002,5.662287557013827e-06
-0.0200760015200304,5.66417062419227e-06
-0.020077001540030802,5.666054271637166e-06
-0.0200780015600312,5.667938499511111e-06
-0.0200790015800316,5.6698233079767665e-06
-0.020080001600032,5.671708697196807e-06
-0.0200810016200324,5.673594667333975e-06
-0.0200820016400328,5.675481218551027e-06
-0.0200830016600332,5.677368351010783e-06
-0.0200840016800336,5.679256064876081e-06
-0.020085001700034,5.681144360309824e-06
-0.020086001720034403,5.683033237474934e-06
-0.0200870017400348,5.684922696534374e-06
-0.020088001760035203,5.6868127376511696e-06
-0.0200890017800356,5.688703360988356e-06
-0.020090001800036002,5.690594566709038e-06
-0.0200910018200364,5.692486354976334e-06
-0.020092001840036802,5.694378725953427e-06
-0.0200930018600372,5.696271679803517e-06
-0.020094001880037602,5.698165216689868e-06
-0.020095001900038,5.700059336775759e-06
-0.020096001920038402,5.701954040224536e-06
-0.0200970019400388,5.703849327199558e-06
-0.0200980019600392,5.705745197864252e-06
-0.0200990019800396,5.7076416523820586e-06
-0.02010000200004,5.709538690916484e-06
-0.0201010020200404,5.71143631363105e-06
-0.0201020020400408,5.713334520689342e-06
-0.020103002060041203,5.715233312254972e-06
-0.0201040020800416,5.717132688491586e-06
-0.020105002100042003,5.719032649562892e-06
-0.0201060021200424,5.720933195632615e-06
-0.020107002140042803,5.7228343268645435e-06
-0.0201080021600432,5.724736043422482e-06
-0.020109002180043602,5.7266383454703e-06
-0.020110002200044,5.728541233171883e-06
-0.020111002220044402,5.73044470669118e-06
-0.0201120022400448,5.732348766192159e-06
-0.020113002260045202,5.734253411838851e-06
-0.0201140022800456,5.7361586437953015e-06
-0.020115002300046002,5.738064462225625e-06
-0.0201160023200464,5.739970867293948e-06
-0.0201170023400468,5.741877859164464e-06
-0.0201180023600472,5.743785438001381e-06
-0.0201190023800476,5.7456936039689766e-06
-0.020120002400048003,5.747602357231543e-06
-0.0201210024200484,5.749511697953419e-06
-0.020122002440048803,5.751421626299e-06
-0.0201230024600492,5.753332142432696e-06
-0.020124002480049603,5.755243246518987e-06
-0.02012500250005,5.757154938722363e-06
-0.020126002520050403,5.759067219207382e-06
-0.0201270025400508,5.760980088138619e-06
