Delta_T,Vth_Up,Vth_Down,Vth_err_up,Vth_err_down
-0.0288,0.7693598617411165,0.7908848543913527,0.0017129525232971695,0.0012841393611274566
-0.027360000000000002,0.7627669097499112,0.7890284968658159,0.0026212252838288875,0.0025363097239956595
-0.024480000000000002,0.7470279289817258,0.7853713247628509,0.0033969020397129346,0.0019367289782690551
-0.0216,0.7468838716702568,0.7646276932513538,0.0037326720934516594,0.0012701973982418254
-0.01872,0.7775571748377573,0.805895752530573,0.003435385998776745,0.001858672386402016
-0.01584,0.802491668572562,0.7964944813633142,0.0022079418632293215,0.0013386088392036478
-0.01296,0.7983424905743521,0.7804397746180587,0.0019373612866460314,0.0007800810190130847
-0.01008,0.819783599947649,0.8346278007571473,0.0024961610791647566,0.0009288506206953651
-0.0072,0.7678020792734465,0.7425573305789932,0.003034844234623287,0.0007690806847466148
-0.004319999999999999,0.8365168715789089,0.7417284221742793,0.0019485476344442013,0.0015137104104831526
-0.0014399999999999986,0.7713357843133283,0.756404339753516,0.0030754618826611493,0.0023482644230014673
0.0,0.8086764099600148,0.7519732531319642,0.002079579737386169,0.00046019094491383714
0.0014399999999999986,0.7421434797376842,0.7453615068100587,0.0021156436379273927,0.00212043873276427
0.0043199999999999975,0.8074519186665239,0.7473605716497529,0.004256824498951382,0.00250754318324594
0.0072000000000000015,0.7550474318667668,0.7485662074227875,0.0005628858594866337,0.0018879508969969205
0.010079999999999999,0.7955665080454981,0.7706979122597015,0.0016858559613183628,0.0019898035146719267
0.012959999999999996,0.8317419789240754,0.7596828356913252,0.0013825766808572744,0.0013361943849378721
0.01584,0.849300761414103,0.8119096442690259,0.0007502912760159927,0.0012721373408920396
0.01872,0.8766830422917296,0.7915976671068701,0.0023825578940674624,0.0015307932498768292
0.0216,0.8498759327348875,0.8261812979484101,0.0023783266760841987,0.0024692705586512485
0.024479999999999995,0.8742205798656204,0.8555395805245133,0.0015303830929591995,0.002217458845678481
0.027360000000000002,0.9570280648940422,0.8348003426431437,0.0027607041708496037,0.0014048687149053089
0.0288,0.9520817271692612,0.8190278221769743,0.0018079879494725245,0.002159969110861926
