Vl (V),Grad_-19_I,Grad_-18_I,Grad_-17_I,Grad_-16_I,Grad_-15_I,Grad_-14_I,Grad_-13_I,Grad_-12_I,Grad_-11_I,Grad_-10_I,Grad_-9_I,Grad_-8_I,Grad_-7_I,Grad_-6_I,Grad_-5_I,Grad_-4_I,Grad_-3_I,Grad_-2_I,Grad_-1_I,Grad_0_I,Grad_0_I,Grad_1_I,Grad_2_I,Grad_3_I,Grad_4_I,Grad_5_I,Grad_6_I,Grad_7_I,Grad_8_I,Grad_9_I,Grad_10_I,Grad_11_I,Grad_12_I,Grad_13_I,Grad_14_I,Grad_15_I,Grad_16_I,Grad_17_I,Grad_18_I,Grad_19_I
0.4,0.042587785432211124,0.041145426939614246,0.03970359821508591,0.03826186284276496,0.03681950921560147,0.03537538927131771,0.03392765059780724,0.0324732791075803,0.031007293320870682,0.02952127248336269,0.02800055534397534,0.026418667134665254,0.024725753755720423,0.02282408599318812,0.020520057487651025,0.017475111886370586,0.013407643081297257,0.00872227609481988,0.004028021672412665,NaN,NaN,0.0008438632149405491,0.0016503719608735993,0.002429632733097408,0.003100042147409025,0.003580258247380074,0.003826310998876031,0.003821372397360195,0.0035758191572936504,0.003120209172529801,0.002491019476705248,0.001720354982817268,0.0008316180604682781,-0.00016158289337411293,-0.0012553076529141895,-0.002454603611308891,-0.0037723200394285455,-0.005227408862940741,-0.0068428395679164585,-0.008643373741722816
0.42,0.04399453855332649,0.04255973538717712,0.04112585727428193,0.03969244775834743,0.03825874495995536,0.03682350087944019,0.03538468135547623,0.03393895454810059,0.032480791849552756,0.031000831251147137,0.029482778784741565,0.02789729217967609,0.026189448475562763,0.024252825883613518,0.021881512742971725,0.018734287209679304,0.014575466496171063,0.009842343081510104,0.005058164963129608,NaN,NaN,0.0009821849829755916,0.00191443069424157,0.002813002073966684,0.003600471916179011,0.0041999044006818835,0.004570095137032197,0.004692443932845517,0.004569767155062962,0.00422478183407578,0.0036902064169636343,0.0029990299208709926,0.00217914844115529,0.001251260351062329,0.00022826362703251557,-0.0008847529439312881,-0.0020901685403737005,-0.003397117806254849,-0.004820374018031006,-0.006378883021475407
0.44,0.045419206052498454,0.04399242017943688,0.042566951463867096,0.04114231418881655,0.03971768297212493,0.03829169100178443,0.03686209556034362,0.035425209182947524,0.03397490313457966,0.03250080154362579,0.030984883392060705,0.029394834319511277,0.027670615677259036,0.025697411829903746,0.02325869375733502,0.02001580016073235,0.015782994738886093,0.011025585530197512,0.006209429861489969,NaN,NaN,0.002060423312260937,0.002840399647669625,0.003650544986607994,0.004388834733296347,0.004964306620884677,0.005328919153596941,0.005464299627788843,0.005372861191410345,0.005073519423812939,0.004593899461176004,0.0039626829482774795,0.0032052141678649507,0.002341774895183434,0.0013870979255411649,0.0003502588028557827,-0.0007653361141675662,-0.001961848119302601,-0.0032466869223371497,-0.004631898053340949
0.46,0.046861147963843386,0.04544277610646258,0.04402610132713908,0.04261059795101452,0.041195362216211444,0.039778887878050395,0.03835869518929434,0.03693070199101399,0.03548812651572996,0.034019509495969484,0.03250501807525265,0.030909284507766737,0.029167159831500235,0.02715584127586324,0.024650020037637197,0.021318478352876175,0.01702758027516842,0.012265816844785905,0.007462165804843892,NaN,NaN,0.003494752246155027,0.004205617838758096,0.005000938870655132,0.005750141487691913,0.006352850256623816,0.006750637846972387,0.006917673205778458,0.006852330146362624,0.006572070140762864,0.006105115458198532,0.00548200051003685,0.00473040473064474,0.003873104308673197,0.0029275951164318137,0.001906281368874092,0.0008167121109169638,-0.00033826327512402263,-0.0015603644337876983,-0.0028556652520269135
0.48,0.04831972605488179,0.04691010175202197,0.04550253388232211,0.04409644489182095,0.042690836466691015,0.04128404105186689,0.03987331240675371,0.03845413434551988,0.037019020521477236,0.03555536345764204,0.034041445142519326,0.03243878805336664,0.030677189491953628,0.02862636208958197,0.026054150580122833,0.022641201957986398,0.018306492534479447,0.013556772907278554,0.008799118820758133,NaN,NaN,0.004065060144367063,0.004750516939690294,0.005547147970978053,0.006316040238599512,0.006955222431675371,0.007406327834955253,0.00764309911648204,0.007659966787899482,0.007467656339134472,0.007087823175584128,0.006546450746315277,0.00586895384569194,0.00507770902738057,0.004191211925793557,0.0032239767521864224,0.0021866461279458696,0.0010860847426366858,-7.458697229440966e-05,-0.0012959732487819522
0.5,0.04979430602500151,0.04839370186253427,0.046995485231048705,0.04559901380510607,0.04420317759596742,0.04280612507209721,0.04140481368165391,0.039994254465828306,0.03856620741560624,0.03710685809600647,0.035592542884926616,0.03398164368022638,0.03219900937715285,0.030107452611095775,0.02746995014905539,0.023982894360190056,0.01961700891557427,0.014892411542201004,0.01020368365557515,NaN,NaN,0.00633055527466873,0.006763548185359793,0.007369188669666555,0.008008975145004657,0.008561839428097451,0.008950146317646492,0.009136859198859783,0.00911372102779911,0.008891759166244167,0.008492644075666226,0.007941408466655395,0.007261928350287101,0.006474958176738252,0.0055976736841833515,0.0046438375419763775,0.0036240958475828363,0.0025461984226575734,0.001415092270604195,0.000232914793256319
0.52,0.0512842593623741,0.04989288939478165,0.04850420284137225,0.047117478989638494,0.04573147843411823,0.044344142655019514,0.042952103201629704,0.04154986093844473,0.04012837650846888,0.03867257687981805,0.0371568061035746,0.03553630016049998,0.033731110065504645,0.031597800613544155,0.028896458781017514,0.02534251958517766,0.020956489421830902,0.016267135730474874,0.011660991567060998,NaN,NaN,0.00765163851682551,0.00796921640705166,0.00850487391382272,0.009116392503878084,0.009673899420082592,0.010092330937104923,0.010327088021845534,0.010361496666323418,0.010198543132303029,0.009854089089741148,0.00935022219809003,0.008710148676708829,0.007955293035220808,0.007104119444902323,0.0061719161323165956,0.005170979775739756,0.00411088420972194,0.002998690234245368,0.0018390541374511092
0.54,0.05278896497235406,0.05140698732588976,0.05002794756489755,0.04865103249026133,0.04727485523360754,0.045897127339392815,0.044514125626622714,0.043119805374398294,0.041704286346880864,0.04025119313692842,0.03873284490501898,0.03710135104318832,0.035272156073751545,0.03309628210167004,0.030332864812460385,0.026719083797981345,0.02232243305221806,0.017675932027495306,0.013160249589137165,NaN,NaN,0.009056407946907678,0.009288277019451414,0.009734812442176779,0.010277447343616332,0.010789140706015134,0.011180754420125318,0.011404623473707222,0.011442832294277377,0.01129678592482511,0.010979524185050257,0.0105096957462543,0.009907307041412025,0.009191283654143758,0.008378388763572895,0.007482931393922905,0.006516841494604725,0.005489861918487552,0.004409729596467578,0.003282291420671277
0.56,0.05430781062969971,0.05293533026378328,0.051565995416094385,0.050198886044822894,0.048832449761056766,0.047464145662849115,0.046089868225430056,0.04470299427423253,0.043292765900718067,0.041841469879705356,0.04031938207380999,0.038675527947360656,0.03682097296277935,0.03460194062497899,0.03177848141591024,0.028111638711433188,0.02371251605225321,0.01911442994120586,0.014692956983241188,NaN,NaN,0.011294314157679872,0.011423957010397565,0.011738534145192858,0.012171823594385697,0.01260829440795453,0.012952444805260022,0.013146422048332548,0.013164117670615082,0.013001969544531465,0.01267068948173052,0.012188212951599366,0.011574567025257615,0.010848886637147136,0.010028092730235347,0.009126552810507107,0.008156203085406483,0.007126825550865443,0.006046326576421041,0.004920950982906227
0.58,0.05584019427893336,0.05447726587655974,0.05311763912905844,0.05176027275218853,0.050403431035699026,0.049044298888620746,0.04767836244125147,0.04629839017487447,0.04489271486528963,0.043442258585839416,0.041915249308744795,0.040257692832303876,0.03837653399483099,0.03611396757749082,0.03323272643745216,0.029519285353735967,0.02512461362780995,0.020578898769792027,0.01625263502218144,NaN,NaN,0.012452183606769139,0.012541408199217962,0.012801876692041839,0.013193509152796556,0.013609526423323451,0.013955336622927032,0.014171028328301695,0.01422655313354992,0.01411302481261191,0.01383560392014937,0.013407626466184106,0.012845996958088107,0.012168118142902052,0.011390212267464866,0.010526610211677084,0.009589593872006304,0.008589501600292669,0.007534925438777679,0.006432909381155313
