1,-0.11,0.01,x
2,-0.12,0.02,
3,-0.13,0.03,
4,-0.13,0.03,
5,-0.14,0.04,
6,-0.15,0.05,
7,-0.15,0.05,
8,-0.16,0.06,
9,-0.17,0.07,
10,-0.17,0.07,
11,-0.18,0.08,
12,-0.18,0.08,
13,-0.19,0.09,
14,-0.2,0.1,
15,-0.2,0.1,
16,-0.21,0.11,
17,-0.21,0.11,
18,-0.22,0.12,
19,-0.23,0.12,
