1,-0.14,0.04,x,2.7325
2,-0.14,0.04,,2.815
3,-0.14,0.04,,2.8975
4,-0.14,0.04,,2.98
5,-0.14,0.04,,3.0625
6,-0.15,0.05,,3.145
7,-0.15,0.05,,3.2275
8,-0.15,0.05,,3.31
9,-0.15,0.05,,3.3925
10,-0.15,0.05,,3.475
11,-0.15,0.05,,3.5575
12,-0.16,0.05,,3.64
13,-0.16,0.055,,3.7225
14,-0.16,0.055,,3.805
15,-0.16,0.055,,3.8875
16,-0.16,0.06,,3.97
17,-0.16,0.06,,4.0525
18,-0.17,0.065,,4.135
19,-0.17,0.065,,4.2175
20,-0.27,0.17,,
